ds,yhat,yhat_lower,yhat_upper,model,type
2028-09-30,156.2875125193922,149.74409409410967,162.55559902946592,Prophet,forecast
2028-10-31,157.86999189616182,151.2170643660126,164.20977678100448,Prophet,forecast
2028-11-30,161.09893011762836,155.04481466956705,167.1894197982224,Prophet,forecast
2028-12-31,157.52178482340665,151.18969226612626,164.52073351338848,Prophet,forecast
2029-01-31,159.63864508648916,152.70930983473104,166.1373787404417,Prophet,forecast
2029-02-28,161.11424835865833,154.14075494795924,167.49315871975307,Prophet,forecast
2029-03-31,164.35983998883128,157.45432762393602,170.63472096063302,Prophet,forecast
2029-04-30,157.87104070055278,150.68276846341158,164.61606758921312,Prophet,forecast
2029-05-31,156.02342637830662,147.82366228308675,162.68711188284624,Prophet,forecast
2029-06-30,160.2536269943077,151.79106228318128,167.31237214384686,Prophet,forecast
2029-07-31,160.10140103896907,152.07655417836412,167.87281018112594,Prophet,forecast
2029-08-31,159.0849915639521,150.9421500547937,166.57932572505743,Prophet,forecast
2029-09-30,160.51265114819702,152.68618979071414,168.08781918508848,Prophet,forecast
2029-10-31,161.99509296257102,153.64520823937357,169.6288121642307,Prophet,forecast
2029-11-30,166.09871641523978,157.97510600800408,174.04698412102186,Prophet,forecast
2029-12-31,161.35228018424166,152.52588703760256,169.03860278660443,Prophet,forecast
2030-01-31,163.96662201028155,154.8610166259769,171.79943181416138,Prophet,forecast
2030-02-28,165.55539137992778,156.17343598670985,173.60260728855494,Prophet,forecast
2030-03-31,169.3259579969894,160.08932645372508,177.69345534922934,Prophet,forecast
2030-04-30,161.8406452999276,152.50305961932804,170.94305267460564,Prophet,forecast
2030-05-31,160.052928440809,149.95979333800486,168.85449914729844,Prophet,forecast
2030-06-30,164.91996791809493,153.73717805692763,173.69028073128666,Prophet,forecast
2030-07-31,164.52937746634862,153.4079153481523,173.64526720929362,Prophet,forecast
2030-08-31,163.60424193047717,152.80193577184824,172.77644396016316,Prophet,forecast
2030-09-30,164.73404241833742,153.35919428069622,174.27350707710167,Prophet,forecast
2030-10-31,166.1277682130562,154.67932324103722,176.4468629897249,Prophet,forecast
2030-11-30,171.0923987994479,159.15024672267373,181.7972317059964,Prophet,forecast
