Year,Forecast_mtpa,Incremental_Supply,Supply_Gap
2026,145.3239003165,2.849488241500012,-11.150511758499988
2027,148.23037832282998,5.755966247830003,-8.244033752169997
2028,151.19498588928658,8.72057381428661,-5.27942618571339
2029,154.2188856070723,11.744473532072334,-2.255526467927666
2030,157.30326331921376,14.82885124421378,0.8288512442137801
